Photon    Coherent Incoher. Photoel. Nuclear  Electron Tot. w/  Tot. wo/ 
Energy    Scatter. Scatter. Absorb.  Pr. Prd. Pr. Prd. Coherent Coherent 
 1.000E-03 1.890E+02 3.050E-02 4.850E+03 0.000E+00 0.000E+00 4.869E+03 4.850E+03 
 1.500E-03 1.520E+02 4.850E-02 2.120E+03 0.000E+00 0.000E+00 2.137E+03 2.120E+03 
 2.000E-03 1.220E+02 6.100E-02 1.180E+03 0.000E+00 0.000E+00 1.192E+03 1.180E+03 
 3.000E-03 8.100E+01 8.200E-02 5.100E+02 0.000E+00 0.000E+00 5.191E+02 5.110E+02 
 4.000E-03 5.800E+01 9.800E-02 2.850E+02 0.000E+00 0.000E+00 2.908E+02 2.850E+02 
 5.000E-03 4.300E+01 1.120E-01 1.820E+02 0.000E+00 0.000E+00 1.863E+02 1.820E+02 
 6.000E-03 3.300E+01 1.240E-01 1.250E+02 0.000E+00 0.000E+00 1.283E+02 1.250E+02 
 8.000E-03 2.100E+01 1.460E-01 6.800E+01 0.000E+00 0.000E+00 6.915E+01 6.800E+01 
 1.000E-02 1.450E+01 1.640E-01 4.200E+01 0.000E+00 0.000E+00 4.356E+01 4.210E+01 
 1.500E-02 7.200E+00 2.050E-01 1.750E+01 0.000E+00 0.000E+00 1.823E+01 1.750E+01 
 2.000E-02 4.100E+00 2.300E-01 9.500E+00 0.000E+00 0.000E+00 9.830E+00 9.520E+00 
 3.000E-02 1.850E+00 2.550E-01 4.100E+00 0.000E+00 0.000E+00 4.305E+00 4.120E+00 
 4.000E-02 1.050E+00 2.700E-01 2.250E+00 0.000E+00 0.000E+00 2.375E+00 2.270E+00 
 5.000E-02 6.600E-01 2.800E-01 1.420E+00 0.000E+00 0.000E+00 1.492E+00 1.426E+00 
 6.000E-02 4.500E-01 2.850E-01 9.700E-01 0.000E+00 0.000E+00 1.235E+00 9.800E-01 
 8.000E-02 2.600E-01 2.900E-01 5.300E-01 0.000E+00 0.000E+00 8.200E-01 5.600E-01 
 1.000E-01 1.700E-01 2.920E-01 3.300E-01 0.000E+00 0.000E+00 5.020E-01 3.350E-01 
 1.500E-01 7.800E-02 2.950E-01 1.420E-01 0.000E+00 0.000E+00 4.730E-01 1.460E-01 
 2.000E-01 4.400E-02 2.900E-01 7.800E-02 0.000E+00 0.000E+00 4.220E-01 8.100E-02 
 3.000E-01 2.000E-02 2.750E-01 3.400E-02 0.000E+00 0.000E+00 3.390E-01 3.600E-02 
 4.000E-01 1.120E-02 2.550E-01 1.900E-02 0.000E+00 0.000E+00 2.872E-01 2.050E-02 
 5.000E-01 7.200E-03 2.350E-01 1.200E-02 0.000E+00 0.000E+00 2.547E-01 1.310E-02 
 6.000E-01 5.000E-03 2.180E-01 8.200E-03 0.000E+00 0.000E+00 2.310E-01 9.000E-03 
 8.000E-01 2.800E-03 1.900E-01 4.500E-03 0.000E+00 0.000E+00 2.005E-01 5.100E-03 
 1.000E+00 1.800E-03 1.700E-01 2.800E-03 3.134E-05 0.000E+00 1.873E-01 3.200E-03 
 1.022E+00 1.700E-03 1.680E-01 2.650E-03 3.500E-05 0.000E+00 1.860E-01 3.050E-03 
 1.250E+00 1.100E-03 1.520E-01 1.700E-03 1.200E-04 0.000E+00 1.705E-01 2.000E-03 
 1.500E+00 7.500E-04 1.380E-01 1.200E-03 6.500E-04 0.000E+00 1.564E-01 1.500E-03 
 2.000E+00 4.200E-04 1.180E-01 7.500E-04 2.600E-03 0.000E+00 1.441E-01 1.100E-03 
 2.044E+00 3.900E-04 1.160E-01 7.200E-04 2.900E-03 0.000E+00 1.428E-01 1.050E-03 
 3.000E+00 1.800E-04 9.300E-02 4.000E-04 8.200E-03 1.171E-05 1.274E-01 7.500E-04 
 4.000E+00 1.000E-04 7.700E-02 2.500E-04 1.400E-02 4.781E-05 1.217E-01 6.200E-04 
 5.000E+00 6.500E-05 6.600E-02 1.800E-04 1.920E-02 9.524E-05 1.203E-01 5.500E-04 
 6.000E+00 4.500E-05 5.800E-02 1.300E-04 2.420E-02 1.463E-04 1.226E-01 5.200E-04 
 7.000E+00 3.300E-05 5.200E-02 1.000E-04 2.900E-02 1.972E-04 1.273E-01 5.000E-04 
 8.000E+00 2.500E-05 4.700E-02 8.000E-05 3.350E-02 2.466E-04 1.345E-01 4.900E-04 
 9.000E+00 2.000E-05 4.300E-02 6.500E-05 3.780E-02 2.942E-04 1.439E-01 4.800E-04 
 1.000E+01 1.600E-05 3.950E-02 5.500E-05 4.190E-02 3.393E-04 1.551E-01 4.700E-04 
 1.500E+01 7.200E-06 2.950E-02 2.500E-05 5.850E-02 5.319E-04 2.286E-01 4.500E-04 
 2.000E+01 4.000E-06 2.380E-02 1.500E-05 7.200E-02 6.823E-04 3.088E-01 4.400E-04 
 3.000E+01 1.800E-06 1.850E-02 8.000E-06 9.200E-02 9.053E-04 4.405E-01 4.300E-04 
 4.000E+01 1.000E-06 1.520E-02 5.000E-06 1.050E-01 1.066E-03 5.679E-01 4.200E-04 
 5.000E+01 6.500E-07 1.280E-02 3.500E-06 1.150E-01 1.191E-03 6.818E-01 4.100E-04 
 6.000E+01 4.500E-07 1.100E-02 2.500E-06 1.230E-01 1.292E-03 7.829E-01 4.000E-04 
 8.000E+01 2.500E-07 8.800E-03 1.500E-06 1.360E-01 1.446E-03 9.710E-01 3.900E-04 
 1.000E+02 1.600E-07 7.200E-03 1.000E-06 1.450E-01 1.561E-03 1.120E+00 3.800E-04 
 1.500E+02 7.200E-08 5.100E-03 5.000E-07 1.580E-01 1.755E-03 1.481E+00 3.700E-04 
 2.000E+02 4.000E-08 4.000E-03 3.500E-07 1.650E-01 1.881E-03 1.813E+00 3.600E-04 
 3.000E+02 1.800E-08 2.800E-03 2.000E-07 1.740E-01 2.039E-03 2.447E+00 3.500E-04 
 4.000E+02 1.000E-08 2.200E-03 1.500E-07 1.800E-01 2.136E-03 3.045E+00 3.400E-04 
