Photon    Coherent Incoher. Photoel. Nuclear  Electron Tot. w/  Tot. wo/ 
Energy    Scatter. Scatter. Absorb.  Pr. Prd. Pr. Prd. Coherent Coherent 
 1.000E-03 4.150E+01 4.200E-02 3.850E+02 0.000E+00 0.000E+00 3.891E+02 3.850E+02 
 1.500E-03 3.200E+01 6.500E-02 1.620E+02 0.000E+00 0.000E+00 1.635E+02 1.620E+02 
 2.000E-03 2.500E+01 8.200E-02 8.900E+01 0.000E+00 0.000E+00 9.182E+01 8.900E+01 
 3.000E-03 1.700E+01 1.120E-01 3.800E+01 0.000E+00 0.000E+00 3.961E+01 3.810E+01 
 4.000E-03 1.200E+01 1.380E-01 2.050E+01 0.000E+00 0.000E+00 2.164E+01 2.060E+01 
 5.000E-03 8.700E+00 1.620E-01 1.280E+01 0.000E+00 0.000E+00 1.370E+01 1.280E+01 
 6.000E-03 6.500E+00 1.830E-01 8.700E+00 0.000E+00 0.000E+00 9.053E+00 8.720E+00 
 8.000E-03 4.000E+00 2.180E-01 4.650E+00 0.000E+00 0.000E+00 5.068E+00 4.680E+00 
 1.000E-02 2.700E+00 2.450E-01 2.850E+00 0.000E+00 0.000E+00 3.095E+00 2.850E+00 
 1.500E-02 1.300E+00 3.000E-01 1.150E+00 0.000E+00 0.000E+00 1.450E+00 1.150E+00 
 2.000E-02 7.500E-01 3.380E-01 6.200E-01 0.000E+00 0.000E+00 9.880E-01 6.200E-01 
 3.000E-02 3.500E-01 3.650E-01 2.650E-01 0.000E+00 0.000E+00 6.300E-01 2.650E-01 
 4.000E-02 2.000E-01 3.800E-01 1.420E-01 0.000E+00 0.000E+00 5.200E-01 1.420E-01 
 5.000E-02 1.300E-01 3.900E-01 8.800E-02 0.000E+00 0.000E+00 4.780E-01 8.800E-02 
 6.000E-02 9.000E-02 3.920E-01 5.900E-02 0.000E+00 0.000E+00 4.810E-01 5.900E-02 
 8.000E-02 5.200E-02 3.950E-01 3.150E-02 0.000E+00 0.000E+00 4.570E-01 3.150E-02 
 1.000E-01 3.400E-02 3.980E-01 1.950E-02 0.000E+00 0.000E+00 4.320E-01 1.950E-02 
 1.500E-01 1.550E-02 4.000E-01 8.200E-03 0.000E+00 0.000E+00 4.315E-01 8.200E-03 
 2.000E-01 8.800E-03 3.950E-01 4.300E-03 0.000E+00 0.000E+00 4.010E-01 4.300E-03 
 3.000E-01 4.000E-03 3.800E-01 1.850E-03 0.000E+00 0.000E+00 3.842E-01 1.850E-03 
 4.000E-01 2.250E-03 3.600E-01 1.020E-03 0.000E+00 0.000E+00 3.612E-01 1.020E-03 
 5.000E-01 1.450E-03 3.400E-01 6.400E-04 0.000E+00 0.000E+00 3.406E-01 6.400E-04 
 6.000E-01 1.010E-03 3.250E-01 4.400E-04 0.000E+00 0.000E+00 3.259E-01 4.400E-04 
 8.000E-01 5.700E-04 3.000E-01 2.400E-04 0.000E+00 0.000E+00 3.004E-01 2.400E-04 
 1.000E+00 3.650E-04 2.780E-01 1.480E-04 3.134E-05 0.000E+00 2.784E-01 1.480E-04 
 1.022E+00 3.500E-04 2.750E-01 1.400E-04 3.500E-05 0.000E+00 2.754E-01 1.400E-04 
 1.250E+00 2.250E-04 2.480E-01 9.200E-05 1.200E-04 0.000E+00 2.481E-01 9.200E-05 
 1.500E+00 1.580E-04 2.250E-01 6.800E-05 6.500E-04 0.000E+00 2.251E-01 6.800E-05 
 2.000E+00 8.900E-05 1.920E-01 4.200E-05 2.600E-03 0.000E+00 1.923E-01 4.200E-05 
 2.044E+00 8.500E-05 1.890E-01 4.000E-05 2.900E-03 0.000E+00 1.892E-01 4.000E-05 
 3.000E+00 4.000E-05 1.500E-01 2.300E-05 8.200E-03 1.171E-05 1.582E-01 2.300E-05 
 4.000E+00 2.250E-05 1.250E-01 1.500E-05 1.400E-02 4.781E-05 1.390E-01 1.500E-05 
 5.000E+00 1.440E-05 1.080E-01 1.050E-05 1.920E-02 9.524E-05 1.272E-01 1.050E-05 
 6.000E+00 1.000E-05 9.500E-02 7.500E-06 2.420E-02 1.463E-04 1.192E-01 7.500E-06 
 7.000E+00 7.350E-06 8.550E-02 5.800E-06 2.900E-02 1.972E-04 1.145E-01 5.800E-06 
 8.000E+00 5.630E-06 7.800E-02 4.600E-06 3.350E-02 2.466E-04 1.115E-01 4.600E-06 
 9.000E+00 4.450E-06 7.150E-02 3.800E-06 3.780E-02 2.942E-04 1.098E-01 3.800E-06 
